date	city	tweet_id	raw_tweet	language	processed_tweets	Man_anger	Man_fear	Man_sadness	Man_disgust	Man_joy	Man_anger-disgust	GloVe_anger	GloVe_fear	GloVe_sadness	GloVe_disgust	GloVe_joy	GloVe_anger-disgust
2023-05-01	adet	tag:search.twitter.com,2005:1652845428952518658	RT @muratagirel: KIZILAY’a kurban için 2018 yılında 6000 büyükbaş hayvan alımı için Tahaş adlı firma ile anlaşıyor.Firma 2782 adet büyükb…	tr	rt muratagirel kizilay a kurban için 2018 yılında 6000 büyükbaş hayvan alımı için tahaş adlı firma ile anlaşıyor firma 2782 adet büyükb							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652846235949191168	RT @yagmurderin04: linke tıklayarak 700 adet pornomu izleyebilirsiniz. Click on the link. Watch my 700 pieces of porn😎🍆💦💦💦💦satın almak iste…	tr	rt yagmurderin04 linke tıklayarak 700 adet pornomu izleyebilirsiniz click on the link watch my 700 pieces of porn satın almak iste							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652848777693220868	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652849817050046465	1987 / 2001 sene arasında Eskişehir de 240 adet F 16 uçak gövdesi tamamlandı ve TSK ya teslim edildi,2002/2020 aras… https://t.co/2VfM4ts6mP	tr	1987 2001 sene arasında eskişehir de 240 adet f 16 uçak gövdesi tamamlandı ve tsk ya teslim edildi 2002 2020 aras t co 2vfm4ts6mp							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652859773488906240	RT @MehmetFendogluu: Fendoğlu, “Malatya’nın kırsal kesiminde 4 bin 698 adet köy tipi konutun yapımı başladı” https://t.co/gdMqjcRPiv @turki…	tr	rt mehmetfendogluu fendoğlu malatya nın kırsal kesiminde 4 bin 698 adet köy tipi konutun yapımı başladı t co gdmqjcrpiv turki							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652861485998014470	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652863180937261056	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652867153354186752	@Yilmaz_Ozdill bir Ataturk kitabi daha yaz bakayım kaç adet satacaksin sahte laiklerden milli çepçilerden din tuccarlarindan nefret ediyom	tr	yilmaz_ozdill bir ataturk kitabi daha yaz bakayım kaç adet satacaksin sahte laiklerden milli çepçilerden din tuccarlarindan nefret ediyom							0	0	1	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652869371327393794	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652869234152595458	RT @avaxtr: Çekilişle sizlere 3 adet @CoolAvacats #NFT hediye ediyoruz.1- Bu tweeti RT'leyin2- @CoolAvacats takip edin3- Yoruma 1 kişi…	tr	rt avaxtr çekilişle sizlere 3 adet coolavacats nft hediye ediyoruz 1 bu tweeti rt leyin2 coolavacats takip edin3 yoruma 1 kişi							0	0	1	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652870414010314752	Metatime, 10 ay sürecek MetaAirdrop etkinliklerinde toplam 200 Milyon adet MetaCoin’i (MTC) dağıtacak.… https://t.co/IVJ7OA9wCL	tr	metatime 10 ay sürecek metaairdrop etkinliklerinde toplam 200 milyon adet metacoin i mtc dağıtacak t co ivj7oa9wcl							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652871625744818180	RT @Cyberbo25870272: adet taksim sisli Bakirkoey AVAL AVAL Esenyurt avcilar beylikduezue beceri kazanmak Fatih Besiktas Kadikoey DEĞER KAZA…	tr	rt cyberbo25870272 adet taksim sisli bakirkoey aval aval esenyurt avcilar beylikduezue beceri kazanmak fatih besiktas kadikoey değer kaza							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652877577894109185	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652878120611897348	RT @ortegascrypto: Bundan 10 adet aldım 🖐Yatırım tavsiyesi değildir,kendi araştırmanızı yapıp riskinizi alın.https://t.co/2CgV43VLbo#…	tr	rt ortegascrypto bundan 10 adet aldım yatırım tavsiyesi değildir kendi araştırmanızı yapıp riskinizi alın t co 2cgv43vlbo							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652879851198586880	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652881299894333441	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652881637548367872	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652882161849057281	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652882409308684288	@voiceofworldco 7 adet ucak var ve bütün bakanlar dahil herkez onları kullanıyor diplomatik dokunulmazlıgı oldugu için	tr	voiceofworldco 7 adet ucak var ve bütün bakanlar dahil herkez onları kullanıyor diplomatik dokunulmazlıgı oldugu için							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652885396047446016	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652886718108844033	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652889319407771648	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652889211207315457	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652889388202749952	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652893592573325313	RT @SnowFlakeHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişi…	tr	rt snowflakehost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişi							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652893677738500100	RT @MehmetFendogluu: Fendoğlu, “Malatya’nın kırsal kesiminde 4 bin 698 adet köy tipi konutun yapımı başladı” https://t.co/gdMqjcRPiv @turki…	tr	rt mehmetfendogluu fendoğlu malatya nın kırsal kesiminde 4 bin 698 adet köy tipi konutun yapımı başladı t co gdmqjcrpiv turki							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652894433967218688	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652894440237965316	RT @SnowFlakeHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişi…	tr	rt snowflakehost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişi							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652895119304015873	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652897055386238978	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652897043642302465	RT @clairdelunexq_s: “7 adet hurma yiyen birine zehir ve sihir işlemez” hadisini kanıtlamak için, hurma yedikten sonra fare zehiri içen Şey…	tr	rt clairdelunexq_s 7 adet hurma yiyen birine zehir ve sihir işlemez hadisini kanıtlamak için hurma yedikten sonra fare zehiri içen şey							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652898983524564995	RT @hhakkikahveci: #SONDAKİKA🔴 11 adet Rus savaş gemisi Karadeniz açıklarına doğru ilerliyor.🔴 17 Rus Tu-95 stratejik bombardıman uçağı X…	tr	rt hhakkikahveci sondaki̇ka 11 adet rus savaş gemisi karadeniz açıklarına doğru ilerliyor 17 rus tu 95 stratejik bombardıman uçağı x							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652899270394015744	RT @hhakkikahveci: #SONDAKİKA🔴 11 adet Rus savaş gemisi Karadeniz açıklarına doğru ilerliyor.🔴 17 Rus Tu-95 stratejik bombardıman uçağı X…	tr	rt hhakkikahveci sondaki̇ka 11 adet rus savaş gemisi karadeniz açıklarına doğru ilerliyor 17 rus tu 95 stratejik bombardıman uçağı x							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652902912299868160	Sayin reis Türkiyemiz 3 tarafi denizlerle cevrili 2 adet daha ucak  (iha siha kizilelma tank )gemisi istiyoruz .Şöy… https://t.co/h4871UPbIT	tr	sayin reis türkiyemiz 3 tarafi denizlerle cevrili 2 adet daha ucak iha siha kizilelma tank gemisi istiyoruz şöy t co h4871upbit							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652904241495699457	RT @SnowFlakeHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişi…	tr	rt snowflakehost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişi							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652905682646048768	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652908440828690434	RT @Keremhok: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil :Milli Muharip Uçak#MMU 2028 yılında 20 adet uçak teslim edeceğiz 🤩✈️#MilliT…	tr	rt keremhok tusaş genel müdürü prof dr temel kotil milli muharip uçak mmu 2028 yılında 20 adet uçak teslim edeceğiz millit							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652908687021801472	RT @assassin15612: adet kanaması kesinmek ayırtma arıdilcilik burnundan düşen bin parça olmak tecrit etmek bursa @ₑ͢ẛ͢c͢ₒ͢ᵣ͢ₜ͢  osmangazi n…	tr	rt assassin15612 adet kanaması kesinmek ayırtma arıdilcilik burnundan düşen bin parça olmak tecrit etmek bursa ₑ ẛ c ₒ ᵣ ₜ osmangazi n							0	0	1	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652909648784097281	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652910502341738498	RT @ConflictTR: #SONDAKİKA🔴 11 adet Rus savaş gemisi Karadeniz açıklarına doğru ilerliyor.	tr	rt conflicttr sondaki̇ka 11 adet rus savaş gemisi karadeniz açıklarına doğru ilerliyor							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652911165020798977	@hakki_alkan Hakki abi bize 2 adet çıktı geldiği zaman sende istersen gelip içeriğini üretebilirsin Ankara/çubuk	tr	hakki_alkan hakki abi bize 2 adet çıktı geldiği zaman sende istersen gelip içeriğini üretebilirsin ankara çubuk							0	0	1	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652912030725054465	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652912734558887937	Büyük Şefler Gıda’nın 37.000.000 adet payının pay başına 22,50 TL fiyattan halka arzına SPK tarafından onay verildi.	tr	büyük şefler gıda nın 37 000 000 adet payının pay başına 22 50 tl fiyattan halka arzına spk tarafından onay verildi							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652916082032750592	RT @Keremhok: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil :Milli Muharip Uçak#MMU 2028 yılında 20 adet uçak teslim edeceğiz 🤩✈️#MilliT…	tr	rt keremhok tusaş genel müdürü prof dr temel kotil milli muharip uçak mmu 2028 yılında 20 adet uçak teslim edeceğiz millit							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652917146538606595	RT @hhakkikahveci: #SONDAKİKA🔴 11 adet Rus savaş gemisi Karadeniz açıklarına doğru ilerliyor.🔴 17 Rus Tu-95 stratejik bombardıman uçağı X…	tr	rt hhakkikahveci sondaki̇ka 11 adet rus savaş gemisi karadeniz açıklarına doğru ilerliyor 17 rus tu 95 stratejik bombardıman uçağı x							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652918425361039360	RT @ForzaNft: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye @…	tr	rt forzanft airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652918978585452546	✅Hırsızlık suçundan elde edildiği tespit edilen; 1 adet iş makinesi, 1 adet otomobil, 1 adet tabanca ve 12 adet fiş… https://t.co/QylFsXGnwb	tr	hırsızlık suçundan elde edildiği tespit edilen 1 adet iş makinesi 1 adet otomobil 1 adet tabanca ve 12 adet fiş t co qylfsxgnwb							0	0	1	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652919009635909632	RT @ssummys: bir adet handemiyy fotosu tüm modu yerine getiriyor🤏🏼🤍🤍🤍 https://t.co/ppPT6UFfgS	tr	rt ssummys bir adet handemiyy fotosu tüm modu yerine getiriyor t co pppt6uffgs							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652919486951964673	RT @yagmurderin04: linke tıklayarak 700 adet pornomu izleyebilirsiniz. Click on the link. Watch my 700 pieces of porn😎🍆💦💦💦💦satın almak iste…	tr	rt yagmurderin04 linke tıklayarak 700 adet pornomu izleyebilirsiniz click on the link watch my 700 pieces of porn satın almak iste							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652919665608228864	@nursse_hemsire Bu ülke vatandaşı Gürcistan'dan 2Milyon 200bin adet yanlış yazılmadı 2.2M sosyal medya yazılımı ile… https://t.co/ZVgEcPQ2Ip	tr	nursse_hemsire bu ülke vatandaşı gürcistan dan 2milyon 200bin adet yanlış yazılmadı 2 2m sosyal medya yazılımı ile t co zvgecpq2ip							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652921126488616966	RT @Keremhok: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil :Milli Muharip Uçak#MMU 2028 yılında 20 adet uçak teslim edeceğiz 🤩✈️#MilliT…	tr	rt keremhok tusaş genel müdürü prof dr temel kotil milli muharip uçak mmu 2028 yılında 20 adet uçak teslim edeceğiz millit							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652922998414880770	RT @ogzhn_uyg: ASELSAN Genel Müdürü Haluk GÖRGÜN:▪️GÖKDEMİR Hava Savunma Sistemi otonom olarak çalışacak.▪️Araçta 8-12 adet GÖKDOĞAN füz…	tr	rt ogzhn_uyg aselsan genel müdürü haluk görgün gökdemi̇r hava savunma sistemi otonom olarak çalışacak araçta 8 12 adet gökdoğan füz							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652923151091736577	RT @SanayiSavunmaTR: TUSAŞ Genel Müdürü Prof. Dr. Temel Kotil: "2028'de 20 adet Milli Muharip Uçak'ı Türk Hava Kuvvetleri'ne teslim edeceği…	tr	rt sanayisavunmatr tusaş genel müdürü prof dr temel kotil 2028 de 20 adet milli muharip uçak ı türk hava kuvvetleri ne teslim edeceği							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652923476989169664	RT @SnowFlakeHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişi…	tr	rt snowflakehost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişi							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652925678994456577	▪️BitDAO ($BIT): 15 Mayıs 92 milyon dolar değerinde 187.5 milyon adet token ▪️ApeCoin ($APE): 17 Mayıs 60 milyon d… https://t.co/oXihEraBLx	tr	bitdao bit 15 mayıs 92 milyon dolar değerinde 187 5 milyon adet token apecoin ape 17 mayıs 60 milyon d t co oxiherablx							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652927899480014848	RT @hamlesiTR: Temel Kotil: "2028'de 20 adet MMU'yu Türk Hava Kuvvetleri'ne teslim edeceğiz."#TEKNOFEST2023 #MilliTeknolojiHamlesi #Yer…	tr	rt hamlesitr temel kotil 2028 de 20 adet mmu yu türk hava kuvvetleri ne teslim edeceğiz teknofest2023 milliteknolojihamlesi yer							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652928240879542272	@chitirabi @iyikiogrendim Muhtemelen çölde güneşi aliyordu, orfan kalan bir adetŞimdi sorsan sünnet derler	tr	chitirabi iyikiogrendim muhtemelen çölde güneşi aliyordu orfan kalan bir adetşimdi sorsan sünnet derler							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652929700489203712	RT @CryptoSesa: Airdrop 🎁@irenacointr büyük bir airdrop düzenliyor ilk 20.000 kişiye 50.000 adet irena coin gönderilecekAyrıca 50 kişiye…	tr	rt cryptosesa airdrop irenacointr büyük bir airdrop düzenliyor ilk 20 000 kişiye 50 000 adet irena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652930686142095362	Metatime, 10 ay sürecek MetaAirdrop etkinliklerinde toplam 200 Milyon adet MetaCoin’i (MTC) dağıtacak.… https://t.co/LFizBaHfBp	tr	metatime 10 ay sürecek metaairdrop etkinliklerinde toplam 200 milyon adet metacoin i mtc dağıtacak t co lfizbahfbp							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652931400448745473	RT @silanin_denizi: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğl…	tr	rt silanin_denizi dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğl							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652933147359842304	RT @CWolfHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişiye @…	tr	rt cwolfhost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişiye							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652933466567200769	RT @ConflictTR: #SONDAKİKA🔴 11 adet Rus savaş gemisi Karadeniz açıklarına doğru ilerliyor.	tr	rt conflicttr sondaki̇ka 11 adet rus savaş gemisi karadeniz açıklarına doğru ilerliyor							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652934382179569666	RT @silanin_denizi: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğl…	tr	rt silanin_denizi dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğl							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652935560380522498	Emekli olduğumda 2011 yılında 8 adet çeyrek altın alıyordum bir maaşıma şimdi  3 nokta küsür çeyrek altın zor alını… https://t.co/d4Uj4jlkoB	tr	emekli olduğumda 2011 yılında 8 adet çeyrek altın alıyordum bir maaşıma şimdi 3 nokta küsür çeyrek altın zor alını t co d4uj4jlkob							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652937212902666240	RT @turkogluetkinlk: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğ…	tr	rt turkogluetkinlk dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğ							0	0	0	0	1	0
2023-05-01	adet	tag:search.twitter.com,2005:1652937896150593536	MetaCoin’in toplam arzı ise 10 milyar adet ile sınırlandırıldı.  https://t.co/wyiDbJTqI1 #Metatime #Crypto	tr	metacoin in toplam arzı ise 10 milyar adet ile sınırlandırıldı t co wyidbjtqi1 metatime crypto							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652938959025053697	RT @ragnarthesurfer: #Giveaway #Çekiliş2 şanslı kişiye toplam değeri 50.000$ olan 2 adet 25.000$ değerinde fon hediye ediyoruz!Çekilişe…	tr	rt ragnarthesurfer giveaway çekiliş2 şanslı kişiye toplam değeri 50 000 olan 2 adet 25 000 değerinde fon hediye ediyoruz çekilişe							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652939038289002504	@muh4f1z @ArzHaber Tam 12 adet mi? O zaman benim payıma düşen nerede? 😂 #CweneMaksCebimdeOlsaydıKeşke	tr	muh4f1z arzhaber tam 12 adet mi o zaman benim payıma düşen nerede cwenemakscebimdeolsaydıkeşke							0	0	0	0	0	0
2023-05-01	adet	tag:search.twitter.com,2005:1652939375926190082	RT @SnowFlakeHost: Airdrop🎁@irenacointr büyük bir airdrop düzenliyor İlk 20.000 kişiye 50.000 adet İrena coin gönderilecekAyrıca 50 kişi…	tr	rt snowflakehost airdrop irenacointr büyük bir airdrop düzenliyor i̇lk 20 000 kişiye 50 000 adet i̇rena coin gönderilecekayrıca 50 kişi							0	0	0	0	1	0
